scientist,stem,"The first gorilla born in captivity was Colo, who debuted in 1956 in this Ohio capital Built to honor Napoleon's victories, this Paris landmark was completed long after the emperor's death In 1958 the first International House Of these opened in Toluca Lake, California The best things in life are whee! This ""cocktail"" ingredient, ranging in size from miniature to colossal, is the USA's favorite shellfish Fractions speak lewder than weirds Cliff Huxtable Ben Cartwright This zoologist founded the Karisoke Research Center in Rwanda where she studied gorillas for 18 years Just thinking about this Russian's experiments with dogs & bells makes us salivate This fully adult male with a colorful name may weigh twice as much as the adult females in his group Chapter one of this book informs us that ""There was unquestionably a Chuzzlewit in the Gunpowder Plot"" Mel Brooks' film ""High Anxiety"" spoofed this director's films, including, of course, ""Vertigo"" Tuesday Weld had one child, not 10, while married to this star of ""10"" Weld co-starred with him in ""Wild In The Country"" & played a mother in love with him in ""Heartbreak Hotel"" The last chapter of this Charlotte Bronte novel begins with the words ""Reader, I married him"" ""I like to use cities as characters"", said this ""Meet Me In St. Louis"" director, Liza's dad This type of tripe is named for its resemblance to a certain bee structure On TV, Tuesday was one of ""The Many Loves Of"" this title character In a poem dedicated to this lord, Longfellow wrote, ""Poet!  I come to touch thy lance with mine"" He said, ""My wife has taught me the meaning of uxoriousness"" when he won an Oscar for ""The English Patient"" With Tuesday at his side, he starred in ""Soldier In The Rain"" & ""The Cincinnati Kid"""
scientist,stem,"It might actually help to be ""pinned down"" in this activity heard here Stroke play,wood,shank The Kjolen Mountains, on the Norway-Sweden border, extend north into this people's ""land"" If you've seen enough parsley in your life, try using this as a garnish instead A word used to escape making a definite commitment is named for this animal (Sofia of the Clue Crew riding a horse in the forest)  Let's see how Daily Double likes being scratched here, the highest point of the back In 2001 Gregory Hines won the Hoofer Award from NYC's festival for this type of dance 2 Culver City fire captains stood by nervously as the burning of this city was filmed for ""GWTW"" U-Dub refers to this school founded in 1861 This future Rat Packer danced with the Will Mastin Vaudeville Troupe along with his father (Cheryl of the Clue Crew in front of a fire engine)  There's a fire engine love scene in this movie whose title refers to the addition of fresh oxygen to a fire In 1975, at age 50, Gwen Verdon originated the role of Roxie Hart in this jazzy musical 1974 film about fire in the world's tallest building, which has implausibly been put up in San Francisco Steatite, or soapstone, is a compact variety of this soft mineral"
scientist,stem,"In 1964 Vincent Gaddis coined this term for the area in which Flight 19 disappeared in 1945 Its state sport is dog mushing This ""Dr. Quinn"" star's twins John & Kristopher are named in part for Christopher Reeve & Johnny Cash A 1961 book by Ivan T. Sanderson linked these 2 creatures of the Pacific Northwest & the Himalayas This state's largest lake is Yellowstone Lake in the northwest As early as the 8th century, the English were required to pay Peter's Pence, a tax in support of this person This son of A.A. Milne, the inspiration for Winnie-The-Pooh's human friend, passed away in 1996 Nike named its Air Swoopes for Sheryl Swoopes of this gold medal-winning U.S. team He's the first American athlete to win the decathlon since Bruce Jenner in 1976 In 1996 this Illinois Democrat pleaded guilty to mail fraud & was sentenced to 17 months in prison If you came home & found your maid had suffered from this, SHC, she'd be a real char woman Swimmer Michelle Smith, the first woman from this country to win Olympic gold, took home 3 gold medals & 1 bronze The crookneck type of this vegetable has creamy-yellow, mild-tasting flesh This Stephen Crane novel is set during the Battle of Chancellorsville Gere grabbed the spotlight as defense attorney Martin Vail in this 1996 thriller It's one who makes or sells women's hat Like sour cream on a potato or whipped cream on cake, it's a small, unspecified serving In a 1985 film Gere portrayed this Biblical ruler Poe's ""The Mystery of Marie Roget"" was a sequel to this story featuring detective C. Auguste Dupin The only president whose first & last names contain double Ls This largest planet spins the most rapidly; its day is just 10 hours long This 1995 Disney film won Oscars for its musical score & for best song, ""Colors Of The Wind"" This street that runs from the White House to the Capitol is used for ceremonial parades Mirin is a sweet Japanese wine made from the glutinous type of this grain Layers of sulfuric acid clouds completely obscure the surface of this neighboring planet ""Valotte"" was this first Top 10 hit for this son of a Beatle This smallest planet always keeps the same face toward Charon, its moon Karen & Richard Carpenter won their 1st Grammys in 1970 & this Carpenter won her 1st Grammy in 1992 French dishes described as A L'Allemande are inspired by the cuisine of this country This planet's moon Triton orbits in a direction opposite the planet's rotation Steven Spielberg film that inspired the 1982 hit heard here:""Turn on your heartlight /Let it shine wherever you go..."" The name of the Montagnards, a Vietnamese minority, means ""highlander"" or ""mountain man"" in this language This Alabama institute was the major training facility for black airmen during World War II The universities of Mandalay & Rangoon are the chief universities of this country This Norwegian known for her enigmatic ""Persona"" directed her 1st film, ""Sofie"", in 1992 When Liam Neeson married Natasha Richardson, he became this British actress' son-in-law Some historians consider this first ""Dark Horse"" the best president between Jackson & Lincoln"
scientist,stem,"On August 1, 2007 Minneapolis' I-35W bridge collapsed into this river A drink or brew said to have medicinal or magical powers, perhaps to induce love Seen here on a stamp, the USA's longest covered bridge takes you from Vermont to this New England neighbor There are this many books in Evangeline Walton's fantasy classic ""The Mabinogion Tetralogy"" In ""The Long Goodbye"", Philip Marlowe's gat is ""a short-barreled police"" this She was very hands-on with the TV series ""Charlie Horse Music Pizza"" & ""Lamb Chop's Play Along"" Chris wrote three rules for these title characters: no bright lights, don't get them wet & no food after midnight Genuine pizza pies in the style of this southern Italian city are cooked in wood-fire ovens at 905 degrees F."
scientist,stem,"Caesar Cardini, who wanted his Caesar salad subtly flavored, was against using this fish in the recipe Duke Ellington wanted us all to take this train This salad with chopped turkey, avocado, bacon & blue cheese was created at L.A.'s Brown Derby Restaurant The Eiffel Tower is seen here inaugurating this date Tuktut Nogait National Park in this country's Northwest Territories is a bluenose caribou calving ground This legendary leader of the Famous Flames is seen here headlining an EMP show Shhh!You have no privacy when the walls have these body parts You might be told to ""save your"" this; but don't ""hold"" it or you'll turn blue She was hopelessly in love with Li'l Abner for 18 years before he popped the question in 1952 This 1989 film ends with the line ""This film cannot be shown within the city of Flint.  All the theaters have closed"""
scientist,stem,"Mark Twain said, ""Everyone is"" one of these heavenly bodies ""and has a dark side which he never shows"" He played florist, er...Father Murphy This country's Kathmandu Valley was once home to 3 principalities Legionnaire's Disease affects the bronchial tubes & this pair of organs Prime minister who said in 1941, ""Never give in, never give in, never, never, never, never"" Lord Stanley of Preston gave a trophy to be awarded to the best Canadian team in this sport The most famous quote from ""1984"" is undoubtedly ""Big Brother is"" doing this Laos was added to this French Southeast Asian dependency This country's flag has a yin-yang symbol & 4 trigrams for earth, air, fire & water Prolonged exposure to toxic chemicals may cause the aplastic type of this condition This state's governor, John Peter Altgeld, pardoned the 3 surviving Haymarket Riot conspirators Elizabeth Gurley Flynn was a founding member of this organization abbreviated ACLU The score of ""George M!"" features many of the songs he wrote, including ""Mary's A Grand Old Name"" This university city on San Francisco Bay was named for an early 18th century Anglican bishop The Cuyahoga River divides this Ohio city into an east side & a west side A Michigan city is named for this Ottawa chief who fought the British in the French & Indian War Russia used the first ship-to-ship explosive shells in 1853, during this war"
scientist,stem,"This drink spun off G2, for athletes' off-the-field hydration ...Where arboreal hominids called dryopiths lived 16 million years ago After arriving in L.A. in 2007 with an injured ankle, this midfielder missed 6 weeks of games with a sprained knee It was the first soft-drink flavor bottled under the A&W brand name (A Geek shows off an EVDO card.) An EVDO card gives you anywhere-broadband Internet access via a cell phone provider that uses 3G technology; 3G stands for this Kettle repairman, or Ms. Bell(6) (A Geek demonstrates a piece of hardware.) If you lose your broadband connection, one of the problems might be this device that can allow wireless connection to other devices or the Internet He's not just the ""Lord of the Dance, he's got ""Feet of Flames"" It precedes ""boat"" or ""of war""(3) ...That has its lowest point 1300 feet below sea level at the Dead Sea shoreline A New York company makes a line of flavored tea that shares its name with this Western state In 2008 Kelvin Sampson found he could no longer phone it in as hoops coach of this ""Hoosier"" school A female bullfrog may lay 10,000 eggs that hatch into these, which may take 2 years to grow into bullfrogs She called her book ""Vittorio the Vampire"" a vampire version of ""Romeo and Juliet"" First settled in 1839, it became a state capital in 1854 This ""monster"" is the largest lizard native to the U.S. The logo of this brand depicts an arm holding a hammer One half of the pair executed in Massachusetts in 1927 & then pardoned in 1977 Inspired by his love for a friend's wife, Wagner composed this opera about a pair of medieval lovers Newborn raccoons lack the familiar tail rings & this famous facial feature Completes the title of the 1993 Roddy Doyle book ""Paddy Clarke Ha Ha..."" Poly & di are 2 forms of this, another word for carbohydrate One variety of the white-tailed species of this lives in the Florida Keys & weighs only 50 to 75 pounds In 1959 Galina Ulanova in ""Romeo & Juliet"" was a highlight of this ballet company's first U.S. tour To buy 16 ounces of cookies in Cairo, you'll need the Egyptian this Margot Fonteyn first danced onstage with him on Feb. 21, 1962 at Covent Garden in a performance of ""Giselle"" 1973:""The Sting"",""The Exorcist"",""American Graffiti"" An element that balances another, or a type of printing that takes ink from plate to blanket to paper After slaying Grendel, the title character of this epic poem becomes King of the Geats & rules for 50 years It's been proposed that sulfate aerosols from these geological phenomena killed off the dinosaurs In 1971 this federation of 6 states gained its independence; Ras al Khaymah made it 7 states in 1972 Cows for this type of beef drink beer to stimulate their appetite & are massaged to relieve sore muscles Measles, mumps & rabies are not transmitted by bacteria, but by these It's the last name of father & son novelists Kingsley & Martin (Kelly of the Clue Crew reports from a Tokyo fish market.) Many of the shrimp sold here in the Tsukiji Market will end up as this deep-fried dish, which surprisingly was introduced to Japan by the Portuguese Ellen liked to sleep on a pile of these from oranges & bananas Night blindness may come from a deficiency of this vitamin also called retinol If you want to check out this man's ""private life"", see the 17 Gerald Road home he lived in from the '30s to the '50s In 1944 Ibn Saud allowed several U.S. petroleum firms to unite forming Aramco, which stands for this co. (Jimmy of the Clue Crew sits alone in a sushi bar.) The most valuable part of the tuna is the fatty belly meat known by this Japanese name Have you heard the latest buzz? The Mayans domesticated this native insect Green olives are traditionally stuffed with these red veggies An amphibian avenue If chives were chive talkin', they'd mention they were part of this vegetable family For cooking, garlic bulbs are broken up into segments called these Goldilocks sat on one (actually, on all 3) After just 5 performances, the door slammed on ""A Doll's Life"", based on this Scandinavian drama When making a pie with strawberries & this tart vegetable, just use its red stalks; the leaves are toxic Appropriately, it's Nevada's state metal The jargon of an Australian wild dog Before cooking, you have to top & tail & maybe destring the runner type of these If you got a trapezoid for your birthday, you got a figure with this many sides & a crummy gift It took place in June 1876 at the Little Bighorn River In our number system, it's 10;in a triangle,it's the lowest side Despite the Spruce Goose's nickname, most of the wood used in its making is from this tree that has white & paper varieties 1/15 + 1/45 = this The U.S. used a 48-star flag for 47 years until Alaska gained statehood in this year One week after a full moon, when half the moon's disk is illuminated by the sun Toronto's airport is named for this Nobel Prize-winning prime minister It's any system of geometry not based on the system in ""Elements"", a book from around 300 B.C. Ceremonial robes of these onetime highest Venetian officials are displayed in Venice's Museo Correr From the Latin for ""agreeing"", it describes 2 figures that coincide when superimposed Shallow 7-letter dish used to serve food; maybe we should have served you the clue on one In 2008 Johnny Depp received his third Oscar nomination in 5 years for playing this wronged coiffeur Samuel Smith's of Yorkshire brews a brown as well as a pale type of this beer relative Aretha is queen of it(4) Sir John Buchan wrote the adventure thriller ""The 39 Steps"" before becoming governor-general of this country In 1612 Adrian Block & Hans Christiansen established the New World's first known brewery on this island In the Chinese Civil War, 1945 to 1949, it was the Communists versus these (Jon of the Clue Crew reports from Tavern on the Green in New York.) Tavern on the Green's topiary gardens were created by artisans from this 1990 Johnny Depp film Hebridean isle, or its terrier(4) Hitchcock was the ""Master of"" it(8) In the 1890s, Adolphus Busch developed this super-premium beer still marketed by Anheuser-Busch Nicknamed ""The Fair"", Charles IV was the last Capetian king of this country 2006-07 saw many foreclosures on this type of loan, which despite its name has a higher-than-usual interest rate Created by law in 1800, this institution maintains the Dewey Decimal System Traditionally, annuities were sold through this type of company After his oratorio ""Esther"" hit big in concert instead of drama form, he wrote others like it, including ""Messiah"" Ja, this German term means to ski straight down a slope at full speed A state with one representative in the House classifies him as ""at-"" this Debussy's ""Suite Bergamasque"" for piano contains this celebrated ""lunar"" tune In the House, the Majority Leader is second in power to this person Reducing a loan with payments covering principal & interest is called this, from the Latin for ""dead"" This Beethoven piano concerto, Opus 73, sounds fit for more than a king A woman in charge of an all-girls school, or perhaps the top lady in a harem American pioneer John Chapman would press you to eat this fruit & would plant the seeds to make orchards In this 1959 William Gibson drama, Helen Keller realizes things have names In both NYC & L.A., the mayor is the chief executive & this is the main legislative body The name of this rodent that hibernates nearly half the year may come from the French for ""sleep"" Eat spears of this green vegetable, but not the same-named fern, which is a houseplant Don't go nuclear on us, but the federal government owns about 85% of this state's land They have no flavor or aroma, but cloud ears, a type of this, are used in many Chinese dishes for their texture Whether it's the pascal or golden variety of this vegetable, its name comes from the Greek for ""parsley"" Some say the Bush administration's domestic spying conflicts with FISA, the Foreign Intelligence this Act (Cheryl of the Clue Crew stands next to a Seeing Eye dog.) While there are other schools, only dogs trained at The Seeing Eye's Morristown location in this East Coast state can rightly be called Seeing Eye dogs In one production of the ballet ""Cinderella"", Robert Helpmann & Frederick Ashton danced the parts of these 2 meanies In the mid-1st century, Rome was trading one amphora of this for one slave from Gaul ""The Wizard of Oz"" won 2 Oscars, one for Original Score & one for Best Song--this one almost cut from the film ""The best is yet to come"" says this swingin' singer's grave in California's Desert Memorial Park An apple that the USDA grades ""extra"" this doesn't have a ribbon on it but is mature, clean & well-formed The domus was a single-family house, & insulae were a block or blocks of these New Englander whose epitaph, ""I had a lover's quarrel with the world"", is from his poem ""The Lesson For Today"" The state animal of Colorado is a breed of this Differences in this bony structure that includes the hip distinguish the sexes & reveal if a woman ever gave birth His tombstone says, ""He gave to man control over that dreadful scourge, yellow fever"" In the hobo song, it's the mountain ""where you sleep all day"" & ""where they hung that jerk who invented work"" Living from 1846 to 1935, this celebrated Frenchman was known as ""the king of chefs and the chef of kings"""
scientist,stem,"On January 27, 1880 he received a patent for his incandescent light 1997 marks the 40th anniversary of their first No. 1 hit, ""Wake Up Little Susie"" This term for a jungle gym dates back to the 1950s She represented the U.S. at the 1884 Red Cross conference in Geneva, Switzerland He & half-brother Shaun appeared together on Broadway in the musical ""Blood Brothers"" This Mass. senator was chairman of the Senate Labor & Human Services Committee from 1987 to 1995 (AUDIO DAILY DOUBLE):Trio heard here in a No. 1 hit from the '70s:""Nobody gets too much heaven no more, it's much harder to come by..."" At 12:00 noon April 22, 1889 settlers began the rush to claim former Indian land in this territory As opposed to the whipped type, the Devonshire style of this dairy product is clotted This Canadian island province also includes the smaller islands of Lennox & Saint Peters The turbojet airplane & the diesel engine were invented in this country ""It was Wang Lung's marriage day."" The aqua-lung was invented in this country in 1943 Nos. 11 & 23:1 of the 2 ""female"" animals on the list; they were both played by males Whether it's a fruit or vegetable, it's the basis of pomodoro & marinara sauces for pasta Cape Roca, mainland Europe's westernmost point, is on the coast of this country Mr. T drove this title group around in a black GMC van with red trim He ""checked into his room, only to find Gideon's Bible"" This 1975 cult film featured such songs as ""Dammit, Janet"" & ""Over At The Frankenstein Place"" Malta lies about 60 miles south of this largest Mediterranean island Ernest Borgnine played this man, skipper of the U.S. Navy's PT73 About a tenth of Estonia's land area consists of islands in this sea On ""Knight Rider"" William Daniels provided the voice of this talking Trans-Am In 1588 she said, ""I have the body of a weak & feeble woman, but I have the heart & stomach of a king"" It's been estimated that this Cubist created more than 100,000 works during his 91 years Concerning the pronounciation of his name, this star of ""The English Patient"" said, ""It's 'Rafe', actually"" This herb of the mint family is often grouped in song with parsley, sage & thyme He played Robin in 1976's ""Robin And Marian"" & King Richard in 1991's ""Robin Hood:  Prince Of Thieves"" The attorney-client relationship has this quality, meaning what you tell him will stay a secret Popular varieties of this flower include the Easter & Madonna (VIDEO DAILY DOUBLE):The actor seen here is also one of the world's most accomplished bridge players From the Greek for ""foretelling"", it's a forecast of things to come In 1961 she won the Best Actress Oscar for ""Two Women"", becoming the first to win for a foreign language film Oringinally an inscription like an epitaph, it now means a brief, striking observation Wagner's ""Twilight of the Gods"""
scientist,stem,"1996 was a good year for Fox as 2 of its shows won: ""The X-Files"" & this animated series Literally meaning ""little woman"", it once meant ""Miss"", but many modern German women now find it offensive If you have ESP or your phone has this, it's okay to answer the phone greeting the person by name While living in Europe, she was asked to help introduce the Red Cross to America, & she did If you order schwarzen kaffee mit sahne in a restaurant, you'll get coffee with this The pintail Grace Hopper was perhaps best-known for co-developing this computer language used in business You'd better not drive the wrong direction down an einbahnstrasse, which is this 1989:""...and Misdemeanors"" As a prefix, this facial feature means ""fat""; so maybe giving someone a fat one is redundant 1971:""...and Broomsticks"" 3 cuneiform bones along with the metatarsals help form each of these foot parts that may leave you flat Anthony Quinn won an Oscar for playing the brother of this Mexican revolutionary Bradycardia refers to a slow resting heartbeat; this is the opposite, a fast one"
scientist,stem,"You can see why kangaroos are classified as macropodents, referring to the size of these It's the year the small step seen here was taken U.S. troops hit the beaches of Normandy in this year In 1975 Junko Tabei became the first woman to scale Everest, 22 years after this New Zealander did it (Jimmy of the Clue Crew gives the clue from the Smithsonian in Washington, D.C.)  This bit of mold played its part in history when this London scientist  noticed it destroying a bacterial sample He's got drive & loves the green A must-have for the preppy look: this short-sleeve collared shirt, particularly one of the brand of the same name The first U.S. Secretary of the Treasury, he was also involved in an early political sex scandal Superman's cub reporter pal admits to fathering Mary-Kate & Ashley & they become known as the... This athlete gets a kick out of Madrid More orphans?! & this book's start, ""My father's family name being Pirrip""... not exactly ""Call me Ishmael"", Chuck! A House majority leader goes ga-ga over Dylan's ""big brass bed"" occupant & earns the nickname... Goldie Hawn title character is promoted to Prime Minster under Victoria & becomes... It's the home of Belarusian State University Before he joined the NBA in 2003, his mother took out a loan to buy him a Hummer"
